Date,Time,T1_BBH1
4-Jun-2023,11:00:06.71875,0.0
4-Jun-2023,18:50:32.3125,0.0
5-Jun-2023,02:41:00.09375,0.0
5-Jun-2023,10:31:27.71875,0.0
5-Jun-2023,18:21:55.8125,0.0
6-Jun-2023,02:12:21.8125,0.0
6-Jun-2023,04:12:10.96875,Bad
6-Jun-2023,04:12:46.0625,0.0
6-Jun-2023,12:03:12.625,0.0
6-Jun-2023,19:53:44.8125,0.0
7-Jun-2023,03:44:12.9375,0.0
7-Jun-2023,11:34:38.40625,0.0
7-Jun-2023,19:25:07.84375,0.0
8-Jun-2023,03:15:36.03125,0.0
8-Jun-2023,11:06:05.53125,0.0
8-Jun-2023,18:40:08.3125,0.0
8-Jun-2023,18:41:00.15625,Bad
8-Jun-2023,18:50:07.90625,0.0
9-Jun-2023,02:40:38.8125,0.0
9-Jun-2023,10:31:08.375,0.0
9-Jun-2023,18:21:35.125,0.0
10-Jun-2023,02:12:03.15625,0.0
10-Jun-2023,10:02:34.375,0.0
10-Jun-2023,17:53:02,0.0
11-Jun-2023,01:43:30.90625,0.0
11-Jun-2023,09:34:02,0.0
11-Jun-2023,17:24:34.125,0.0
12-Jun-2023,01:15:04.6875,0.0
12-Jun-2023,09:05:35.8125,0.0
12-Jun-2023,16:56:01.96875,0.0
13-Jun-2023,00:46:33.125,0.0
13-Jun-2023,08:36:59.59375,0.0
13-Jun-2023,16:27:29,0.0
14-Jun-2023,00:17:57.96875,0.0
14-Jun-2023,08:08:27.46875,0.0
14-Jun-2023,15:58:52.875,0.0
14-Jun-2023,23:49:20.21875,0.0
15-Jun-2023,07:39:51.59375,0.0
15-Jun-2023,15:30:19.875,0.0
15-Jun-2023,23:20:51.0625,0.0
16-Jun-2023,07:11:19.375,0.0
16-Jun-2023,15:01:50.90625,0.0
16-Jun-2023,22:52:20.21875,0.0
17-Jun-2023,06:42:49.78125,0.0
17-Jun-2023,14:33:27.6875,0.0
17-Jun-2023,22:23:56.84375,0.0
18-Jun-2023,06:14:26.96875,0.0
18-Jun-2023,14:04:57.03125,0.0
18-Jun-2023,21:55:25.5,0.0
19-Jun-2023,05:45:51.6875,0.0
19-Jun-2023,13:36:23.65625,0.0
19-Jun-2023,21:26:56.46875,0.0
20-Jun-2023,05:17:27.71875,0.0
20-Jun-2023,13:07:56.5625,0.0
20-Jun-2023,20:58:30.625,0.0
21-Jun-2023,04:49:02.96875,0.0
21-Jun-2023,12:39:35.84375,0.0
21-Jun-2023,20:30:07.65625,0.0
22-Jun-2023,04:20:42.75,0.0
22-Jun-2023,05:01:05.03125,0.0
22-Jun-2023,05:01:08.03125,0.1
22-Jun-2023,12:51:33.5625,0.0
22-Jun-2023,20:42:02.90625,0.0
23-Jun-2023,04:32:31,0.0
23-Jun-2023,12:23:02.0625,0.0
23-Jun-2023,20:13:34.53125,0.0
24-Jun-2023,04:04:01.65625,0.0
24-Jun-2023,11:54:35.5625,0.0
24-Jun-2023,19:45:06.53125,0.0
25-Jun-2023,03:35:35.46875,0.0
25-Jun-2023,11:26:05.71875,0.0
25-Jun-2023,19:16:36.375,0.0
26-Jun-2023,03:07:04.03125,0.0
26-Jun-2023,10:57:31.96875,0.0
26-Jun-2023,18:47:57.09375,0.0
27-Jun-2023,02:38:23.34375,0.0
27-Jun-2023,10:28:51.125,0.0
27-Jun-2023,18:19:18.5625,0.0
28-Jun-2023,02:09:55.34375,0.0
28-Jun-2023,10:00:27.0625,0.0
28-Jun-2023,17:51:04.84375,0.0
29-Jun-2023,01:41:35.84375,0.0
29-Jun-2023,09:32:11.96875,0.0
29-Jun-2023,17:22:45.15625,0.0
30-Jun-2023,01:13:18.78125,0.0
30-Jun-2023,09:03:50.625,0.0
30-Jun-2023,16:54:20.3125,0.0
1-Jul-2023,00:44:48.53125,0.0
1-Jul-2023,08:35:21.0625,0.0
1-Jul-2023,16:25:52.5625,0.0
2-Jul-2023,00:16:25.6875,0.0
2-Jul-2023,08:06:52.6875,0.0
2-Jul-2023,15:57:23.78125,0.0
2-Jul-2023,23:47:57.5,0.0
3-Jul-2023,07:38:27,0.0
3-Jul-2023,15:28:55.625,0.0
3-Jul-2023,23:19:29.90625,0.0
4-Jul-2023,00:54:59.90625,0.1
4-Jul-2023,00:55:01.90625,0.8
4-Jul-2023,03:02:32.71875,0.7
4-Jul-2023,03:02:37.75,0.0
4-Jul-2023,03:17:12.875,0.2
4-Jul-2023,03:17:14.875,0.5
4-Jul-2023,03:19:34.0625,0.7
4-Jul-2023,11:07:08.8125,0.7
4-Jul-2023,11:07:12.84375,0.0
4-Jul-2023,14:45:45.375,0.0
4-Jul-2023,14:45:48.375,0.8
4-Jul-2023,15:59:14.34375,0.6
4-Jul-2023,16:20:47,0.5
4-Jul-2023,16:23:43.125,0.6
4-Jul-2023,16:24:52.15625,0.2
4-Jul-2023,16:25:29.21875,0.4
4-Jul-2023,16:27:07.25,0.6
4-Jul-2023,16:27:35.34375,0.4
4-Jul-2023,16:30:07.5,0.5
4-Jul-2023,16:47:07.53125,0.5
4-Jul-2023,16:50:06.84375,0.6
4-Jul-2023,16:52:11.0625,0.2
4-Jul-2023,16:56:45.40625,0.0
4-Jul-2023,16:56:57.40625,0.2
4-Jul-2023,16:57:52.4375,0.6
4-Jul-2023,16:59:14.65625,0.3
4-Jul-2023,16:59:18.65625,0.6
4-Jul-2023,17:01:33.78125,0.2
4-Jul-2023,17:01:54.78125,0.0
4-Jul-2023,17:02:03.78125,0.1
4-Jul-2023,17:02:39.90625,0.0
4-Jul-2023,17:02:41.90625,0.3
4-Jul-2023,17:04:10.96875,0.0
4-Jul-2023,17:05:17.125,0.2
4-Jul-2023,17:05:22.15625,0.1
4-Jul-2023,17:05:33.15625,0.4
4-Jul-2023,17:05:44.21875,0.0
4-Jul-2023,17:06:51.28125,0.2
4-Jul-2023,17:07:11.28125,0.2
4-Jul-2023,17:08:16.28125,0.1
4-Jul-2023,17:09:51.46875,0.0
4-Jul-2023,17:09:52.46875,0.2
4-Jul-2023,17:09:54.5,0.0
4-Jul-2023,17:09:56.5,0.4
4-Jul-2023,17:09:58.5,0.0
5-Jul-2023,01:00:32.875,0.0
5-Jul-2023,08:51:11.375,0.0
5-Jul-2023,13:55:41.1875,0.2
5-Jul-2023,13:55:44.1875,0.9
5-Jul-2023,17:00:29.21875,0.7
5-Jul-2023,17:04:55.4375,0.4
5-Jul-2023,17:06:36.5625,0.4
5-Jul-2023,17:10:06.875,0.9
5-Jul-2023,17:42:49.5,0.7
5-Jul-2023,18:10:53.53125,0.6
5-Jul-2023,18:15:30.8125,0.8
5-Jul-2023,18:29:15.625,0.5
5-Jul-2023,18:30:09.65625,0.4
5-Jul-2023,18:38:36.1875,0.5
5-Jul-2023,18:41:13.5,0.2
5-Jul-2023,18:41:40.5,0.0
5-Jul-2023,18:43:47.6875,0.1
5-Jul-2023,18:44:30.78125,0.6
5-Jul-2023,18:45:13.8125,0.3
5-Jul-2023,18:45:15.8125,0.0
5-Jul-2023,18:49:58.28125,0.8
5-Jul-2023,18:53:32.6875,0.5
5-Jul-2023,18:54:03.6875,0.6
5-Jul-2023,18:55:27.8125,0.5
5-Jul-2023,18:55:30.8125,0.0
5-Jul-2023,18:57:02.9375,0.4
5-Jul-2023,18:57:30.9375,0.7
5-Jul-2023,19:05:22.46875,0.6
5-Jul-2023,19:08:07.53125,0.6
5-Jul-2023,19:08:12.53125,0.3
5-Jul-2023,19:10:04.625,0.8
5-Jul-2023,19:12:40.8125,0.5
5-Jul-2023,19:27:21.65625,0.5
5-Jul-2023,19:29:52.03125,0.5
5-Jul-2023,19:30:08.125,0.5
5-Jul-2023,19:31:19.25,0.7
5-Jul-2023,19:31:37.25,0.2
5-Jul-2023,19:33:17.25,0.6
5-Jul-2023,19:34:55.34375,0.4
5-Jul-2023,19:35:01.34375,0.3
5-Jul-2023,19:37:20.4375,0.5
5-Jul-2023,19:37:22.4375,0.1
5-Jul-2023,19:39:12.53125,0.2
5-Jul-2023,19:39:21.53125,0.5
5-Jul-2023,19:41:43.6875,0.4
5-Jul-2023,19:42:55.71875,0.2
5-Jul-2023,19:43:24.71875,0.2
5-Jul-2023,19:43:40.71875,0.3
5-Jul-2023,19:43:43.71875,0.6
5-Jul-2023,19:44:44.84375,0.3
5-Jul-2023,19:45:10.875,0.0
5-Jul-2023,20:00:13.15625,0.1
5-Jul-2023,20:32:42.84375,0.0
5-Jul-2023,20:32:49.84375,0.4
5-Jul-2023,20:32:56.84375,0.0
5-Jul-2023,20:35:58.0625,0.2
5-Jul-2023,20:45:21.96875,0.1
5-Jul-2023,20:55:32.625,0.0
5-Jul-2023,20:55:41.625,0.4
5-Jul-2023,20:56:38.6875,0.1
5-Jul-2023,20:56:57.6875,0.1
5-Jul-2023,20:59:10.84375,0.2
5-Jul-2023,20:59:33.90625,0.5
5-Jul-2023,21:00:03.90625,0.3
5-Jul-2023,21:00:12.9375,0.0
5-Jul-2023,21:00:21.9375,0.3
5-Jul-2023,21:00:28.9375,0.1
5-Jul-2023,21:07:14.34375,0.1
6-Jul-2023,00:58:56.9375,0.2
6-Jul-2023,00:58:59.9375,0.5
6-Jul-2023,01:00:43.96875,0.3
6-Jul-2023,01:00:45.96875,0.0
6-Jul-2023,01:01:10,0.1
6-Jul-2023,01:04:49.09375,0.4
6-Jul-2023,01:05:53.1875,0.7
6-Jul-2023,01:22:57.3125,0.4
6-Jul-2023,01:23:53.3125,0.1
6-Jul-2023,01:24:03.3125,0.3
6-Jul-2023,01:29:43.5625,0.6
6-Jul-2023,01:33:05.90625,0.5
6-Jul-2023,01:39:10.1875,0.3
6-Jul-2023,01:39:25.1875,0.3
6-Jul-2023,01:40:11.21875,0.8
6-Jul-2023,01:44:23.4375,0.3
6-Jul-2023,01:44:48.46875,0.0
6-Jul-2023,01:44:59.46875,0.4
6-Jul-2023,01:45:15.46875,0.5
6-Jul-2023,01:45:33.46875,0.2
6-Jul-2023,01:46:00.53125,0.3
6-Jul-2023,01:46:13.53125,0.2
6-Jul-2023,01:46:14.53125,0.0
6-Jul-2023,01:54:50.78125,0.2
6-Jul-2023,01:54:53.78125,0.5
6-Jul-2023,01:57:40.9375,0.7
6-Jul-2023,04:38:26.5625,0.7
6-Jul-2023,04:38:30.5625,0.0
6-Jul-2023,04:43:03.09375,0.2
6-Jul-2023,04:43:51.09375,0.3
6-Jul-2023,04:46:15.15625,0.3
6-Jul-2023,04:47:50.1875,0.5
6-Jul-2023,04:48:06.1875,0.0
6-Jul-2023,04:48:57.21875,0.2
6-Jul-2023,04:49:06.25,0.5
6-Jul-2023,04:49:49.28125,0.1
6-Jul-2023,04:49:51.28125,0.4
6-Jul-2023,04:50:24.3125,0.3
6-Jul-2023,04:50:28.3125,0.6
6-Jul-2023,04:54:15.71875,0.4
6-Jul-2023,04:54:23.78125,0.0
6-Jul-2023,04:54:58.78125,0.2
6-Jul-2023,04:55:34.8125,0.7
6-Jul-2023,04:57:10.84375,0.2
6-Jul-2023,04:57:15.84375,0.0
6-Jul-2023,04:57:19.84375,0.3
6-Jul-2023,04:58:21.875,0.3
6-Jul-2023,04:58:52.96875,0.0
6-Jul-2023,04:59:06.96875,0.4
6-Jul-2023,04:59:46,0.1
6-Jul-2023,04:59:53,0.1
6-Jul-2023,04:59:55,0.4
6-Jul-2023,05:00:18.03125,0.1
6-Jul-2023,05:02:31.0625,0.3
6-Jul-2023,05:02:40.0625,0.0
6-Jul-2023,05:03:03.125,0.4
6-Jul-2023,05:05:06.28125,0.3
6-Jul-2023,05:05:19.34375,0.0
6-Jul-2023,05:06:03.4375,0.3
6-Jul-2023,05:06:56.5625,0.2
6-Jul-2023,05:06:58.5625,0.0
6-Jul-2023,05:07:37.6875,0.2
6-Jul-2023,05:07:39.6875,0.4
6-Jul-2023,05:08:29.75,0.3
6-Jul-2023,05:08:31.75,0.0
6-Jul-2023,05:09:08.8125,0.2
6-Jul-2023,05:09:24.84375,0.5
6-Jul-2023,05:10:31.90625,0.3
6-Jul-2023,05:10:35.90625,0.0
6-Jul-2023,05:11:13.96875,0.3
6-Jul-2023,05:12:17.96875,0.3
6-Jul-2023,05:12:19.96875,0.0
6-Jul-2023,05:13:16.96875,0.2
6-Jul-2023,05:14:56.0625,0.2
6-Jul-2023,05:20:25.46875,0.4
6-Jul-2023,05:21:27.5,0.1
6-Jul-2023,05:22:17.5,0.2
6-Jul-2023,05:22:32.5,0.6
6-Jul-2023,05:26:33.71875,0.5
6-Jul-2023,05:26:55.75,0.2
6-Jul-2023,05:27:05.75,0.6
6-Jul-2023,05:27:50.78125,0.5
6-Jul-2023,05:31:02.9375,0.6
6-Jul-2023,05:32:25.96875,0.4
6-Jul-2023,05:32:47,0.0
6-Jul-2023,05:34:24.09375,0.1
6-Jul-2023,05:34:42.15625,0.2
6-Jul-2023,05:35:09.1875,0.7
6-Jul-2023,05:37:03.25,0.4
6-Jul-2023,05:37:08.25,0.0
6-Jul-2023,05:38:03.34375,0.1
6-Jul-2023,05:39:05.375,0.5
6-Jul-2023,05:51:11.21875,0.6
6-Jul-2023,05:51:32.28125,0.0
6-Jul-2023,05:52:41.375,0.0
6-Jul-2023,05:53:06.40625,0.5
6-Jul-2023,06:03:59,0.6
6-Jul-2023,10:06:30.0625,0.7
6-Jul-2023,11:07:06.90625,0.7
